requirementId,node,infoCode,schemaType,title,status,publicationTargets,dataModules
DMREQ-021-410-010-300-001,021-410-010,300,procedural,Floor Heating Panels - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-41-01-00A-300A-A
DMREQ-021-410-010-520-001,021-410-010,520,procedural,Floor Heating Panels - Removal,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-41-01-00A-520A-A
DMREQ-021-410-010-720-001,021-410-010,720,procedural,Floor Heating Panels - Installation,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-41-01-00A-720A-A
DMREQ-021-410-030-034-001,021-410-030,034,descriptive,Floor Heating Controller and Sensors - Technical data,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-41-03-00A-034A-A
DMREQ-021-410-030-040-001,021-410-030,040,descriptive,Floor Heating Controller and Sensors - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-41-03-00A-040A-A
DMREQ-021-410-030-200-001,021-410-030,200,procedural,Floor Heating Controller and Sensors - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-41-03-00A-200A-A
DMREQ-021-410-030-300-001,021-410-030,300,procedural,Floor Heating Controller and Sensors - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-41-03-00A-300A-A
DMREQ-021-500-010-040-001,021-500-010,040,descriptive,Integrated Cooling General and Architecture - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-50-01-00A-040A-A
DMREQ-021-500-010-200-001,021-500-010,200,procedural,Integrated Cooling General and Architecture - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-50-01-00A-200A-A
DMREQ-021-500-010-300-001,021-500-010,300,procedural,Integrated Cooling General and Architecture - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-50-01-00A-300A-A
DMREQ-021-510-010-040-001,021-510-010,040,descriptive,Electrically Driven Cooling Compressor - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-51-01-00A-040A-A;DMC-EWTW-A-21-51-01-00A-040B-A
DMREQ-021-510-010-200-001,021-510-010,200,procedural,Electrically Driven Cooling Compressor - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-01-00A-200A-A
DMREQ-021-510-010-520-001,021-510-010,520,procedural,Electrically Driven Cooling Compressor - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-01-00A-520A-A;DMC-EWTW-A-21-51-01-00A-520B-A
DMREQ-021-510-010-720-001,021-510-010,720,procedural,Electrically Driven Cooling Compressor - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-01-00A-720A-A;DMC-EWTW-A-21-51-01-00A-720B-A
DMREQ-021-510-030-040-001,021-510-030,040,descriptive,Heat Exchanger Network - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-51-03-00A-040A-A
DMREQ-021-510-030-200-001,021-510-030,200,procedural,Heat Exchanger Network - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-03-00A-200A-A
DMREQ-021-510-030-520-001,021-510-030,520,procedural,Heat Exchanger Network - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-03-00A-520A-A
DMREQ-021-510-030-720-001,021-510-030,720,procedural,Heat Exchanger Network - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-03-00A-720A-A
DMREQ-021-510-050-040-001,021-510-050,040,descriptive,Working Fluid Refrigerant Loop - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-51-05-00A-040A-A
DMREQ-021-510-050-200-001,021-510-050,200,procedural,Working Fluid Refrigerant Loop - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-05-00A-200A-A
DMREQ-021-510-050-520-001,021-510-050,520,procedural,Working Fluid Refrigerant Loop - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-05-00A-520A-A
DMREQ-021-510-050-720-001,021-510-050,720,procedural,Working Fluid Refrigerant Loop - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-05-00A-720A-A
DMREQ-021-510-070-040-001,021-510-070,040,descriptive,Water Extraction and Humidity Control - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-51-07-00A-040A-A
DMREQ-021-510-070-200-001,021-510-070,200,procedural,Water Extraction and Humidity Control - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-07-00A-200A-A
DMREQ-021-510-070-520-001,021-510-070,520,procedural,Water Extraction and Humidity Control - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-07-00A-520A-A
DMREQ-021-510-070-720-001,021-510-070,720,procedural,Water Extraction and Humidity Control - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-07-00A-720A-A
DMREQ-021-510-090-040-001,021-510-090,040,descriptive,Cooling Control Sensors and Protection - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-51-09-00A-040A-A
DMREQ-021-510-090-200-001,021-510-090,200,procedural,Cooling Control Sensors and Protection - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-09-00A-200A-A
DMREQ-021-510-090-520-001,021-510-090,520,procedural,Cooling Control Sensors and Protection - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-09-00A-520A-A
DMREQ-021-510-090-720-001,021-510-090,720,procedural,Cooling Control Sensors and Protection - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-51-09-00A-720A-A
DMREQ-021-600-010-034-001,021-600-010,034,descriptive,Temperature Control General and Zoning - Technical data,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-60-01-00A-034A-A
DMREQ-021-600-010-040-001,021-600-010,040,descriptive,Temperature Control General and Zoning - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-60-01-00A-040A-A
DMREQ-021-600-010-200-001,021-600-010,200,procedural,Temperature Control General and Zoning - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-60-01-00A-200A-A
DMREQ-021-600-010-300-001,021-600-010,300,procedural,Temperature Control General and Zoning - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-60-01-00A-300A-A
DMREQ-021-610-010-034-001,021-610-010,034,descriptive,Flight Deck Electric Reheat Trim - Technical data,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-61-01-00A-034A-A
DMREQ-021-610-010-040-001,021-610-010,040,descriptive,Flight Deck Electric Reheat Trim - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-61-01-00A-040A-A
DMREQ-021-610-010-200-001,021-610-010,200,procedural,Flight Deck Electric Reheat Trim - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-61-01-00A-200A-A
DMREQ-021-610-010-300-001,021-610-010,300,procedural,Flight Deck Electric Reheat Trim - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-61-01-00A-300A-A
DMREQ-021-610-030-034-001,021-610-030,034,descriptive,Flight Deck Zone Sensors and Controller - Technical data,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-61-03-00A-034A-A
DMREQ-021-610-030-040-001,021-610-030,040,descriptive,Flight Deck Zone Sensors and Controller - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-61-03-00A-040A-A
DMREQ-021-610-030-200-001,021-610-030,200,procedural,Flight Deck Zone Sensors and Controller - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-61-03-00A-200A-A
DMREQ-021-610-030-300-001,021-610-030,300,procedural,Flight Deck Zone Sensors and Controller - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-61-03-00A-300A-A
DMREQ-021-620-010-034-001,021-620-010,034,descriptive,Cabin Zone Electric Reheat Trim - Technical data,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-62-01-00A-034A-A
DMREQ-021-620-010-040-001,021-620-010,040,descriptive,Cabin Zone Electric Reheat Trim - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-62-01-00A-040A-A
DMREQ-021-620-010-200-001,021-620-010,200,procedural,Cabin Zone Electric Reheat Trim - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-62-01-00A-200A-A
DMREQ-021-620-010-300-001,021-620-010,300,procedural,Cabin Zone Electric Reheat Trim - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-62-01-00A-300A-A
DMREQ-021-620-030-034-001,021-620-030,034,descriptive,Cabin Zone Sensors and Controller - Technical data,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-62-03-00A-034A-A
DMREQ-021-620-030-040-001,021-620-030,040,descriptive,Cabin Zone Sensors and Controller - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-62-03-00A-040A-A
DMREQ-021-620-030-200-001,021-620-030,200,procedural,Cabin Zone Sensors and Controller - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-62-03-00A-200A-A
DMREQ-021-620-030-300-001,021-620-030,300,procedural,Cabin Zone Sensors and Controller - Scheduled maintenance,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-62-03-00A-300A-A
DMREQ-021-900-010-040-001,021-900-010,040,descriptive,Energy Source Waste Heat Recovery - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-90-01-00A-040A-A
DMREQ-021-900-010-200-001,021-900-010,200,procedural,Energy Source Waste Heat Recovery - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-01-00A-200A-A
DMREQ-021-900-010-520-001,021-900-010,520,procedural,Energy Source Waste Heat Recovery - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-01-00A-520A-A
DMREQ-021-900-010-720-001,021-900-010,720,procedural,Energy Source Waste Heat Recovery - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-01-00A-720A-A
DMREQ-021-900-030-040-001,021-900-030,040,descriptive,Cryogenic Cold Sink Utilization - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-90-03-00A-040A-A
DMREQ-021-900-030-200-001,021-900-030,200,procedural,Cryogenic Cold Sink Utilization - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-03-00A-200A-A
DMREQ-021-900-030-520-001,021-900-030,520,procedural,Cryogenic Cold Sink Utilization - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-03-00A-520A-A
DMREQ-021-900-030-720-001,021-900-030,720,procedural,Cryogenic Cold Sink Utilization - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-03-00A-720A-A
DMREQ-021-900-050-040-001,021-900-050,040,descriptive,ECS Thermal Management System Coupling - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-90-05-00A-040A-A
DMREQ-021-900-050-200-001,021-900-050,200,procedural,ECS Thermal Management System Coupling - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-05-00A-200A-A
DMREQ-021-900-050-520-001,021-900-050,520,procedural,ECS Thermal Management System Coupling - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-05-00A-520A-A
DMREQ-021-900-050-720-001,021-900-050,720,procedural,ECS Thermal Management System Coupling - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-05-00A-720A-A
DMREQ-021-900-070-040-001,021-900-070,040,descriptive,Bleedless Air Supply Interface - Description,AUTHORED,PMC-EWTW-AMM;PMC-EWTW-SDS,DMC-EWTW-A-21-90-07-00A-040A-A
DMREQ-021-900-070-200-001,021-900-070,200,procedural,Bleedless Air Supply Interface - Servicing,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-07-00A-200A-A
DMREQ-021-900-070-520-001,021-900-070,520,procedural,Bleedless Air Supply Interface - Remove,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-07-00A-520A-A
DMREQ-021-900-070-720-001,021-900-070,720,procedural,Bleedless Air Supply Interface - Install,AUTHORED,PMC-EWTW-AMM,DMC-EWTW-A-21-90-07-00A-720A-A
